Year,,_1,Year_link,_link,_1_link,Source_Table,Western consul,Eastern consul,Western consul_link,Eastern consul_link
suff.,Q. Julius Cordinus C. Rutilius Gallicus,unidentified,,https://en.wikipedia.org/wiki/Quintus_Julius_Cordinus_Gaius_Rutilius_Gallicus,,Table_7,,,,
suff.[121],Sex. Marcius Priscus (attested 30 Dec.),Cn. Pinarius Aemilius Cicatricula (attested 30 Dec.),https://en.wikipedia.org#cite_note-121,,https://en.wikipedia.org/wiki/Gnaeus_Pinarius_Aemilius_Cicatricula,Table_7,,,,
,,,,,,Table_7,,,,
73,Caesar Domitianus II,L. Valerius Catullus Messallinus,,https://en.wikipedia.org/wiki/Domitian,https://en.wikipedia.org/wiki/Lucius_Valerius_Catullus_Messalinus,Table_7,,,,
1 May,M. Arrecinus Clemens,(…)m(…),,https://en.wikipedia.org/wiki/Marcus_Arrecinus_Clemens_(consul),,Table_7,,,,
suff.[122],unidentified,unidentified,https://en.wikipedia.org#cite_note-FOOTNOTEGallivan1981213–214-122,,,Table_7,,,,
,,,,,,Table_7,,,,
74,Imp. Caesar Vespasianus Augustus V,T. Caesar Vespasianus III,,https://en.wikipedia.org/wiki/Vespasian,https://en.wikipedia.org/wiki/Titus,Table_7,,,,
id. Jan.,Ti. Plautius Silvanus Aelianus II,,,https://en.wikipedia.org/wiki/Tiberius_Plautius_Silvanus_Aelianus,,Table_7,,,,
id. Mar.,L. Junius Q. Vibius Crispus II,,,https://en.wikipedia.org/wiki/Lucius_Junius_Quintus_Vibius_Crispus,,Table_7,,,,
id. May,Q. Petillius Cerialis Caesius Rufus II,T. Clodius Eprius Marcellus II,,https://en.wikipedia.org/wiki/Quintus_Petillius_Cerialis_Caesius_Rufus,https://en.wikipedia.org/wiki/Titus_Clodius_Eprius_Marcellus,Table_7,,,,
1 Jul.,(…)on(…)[123],unidentified,,https://en.wikipedia.org#cite_note-123,,Table_7,,,,
Sep.?,C. Pomponius,L. Manlius Patruinus,,https://en.wikipedia.org/wiki/Gaius_Pomponius,,Table_7,,,,
,,,,,,Table_7,,,,
75,Imp. Caesar Vespasianus Augustus VI,T. Caesar Vespasianus IV,,https://en.wikipedia.org/wiki/Vespasian,https://en.wikipedia.org/wiki/Titus,Table_7,,,,
suff.,Caesar Domitianus III  (attested 12 Mar. / 28 Apr.),L. Pasidienus Firmus  (attested 12 Mar. / 28 Apr.),,https://en.wikipedia.org/wiki/Domitian,,Table_7,,,,
,,,,,,Table_7,,,,
76,Imp. Caesar Vespasianus Augustus VII,T. Caesar Vespasianus V,,https://en.wikipedia.org/wiki/Vespasian,https://en.wikipedia.org/wiki/Titus,Table_7,,,,
suff.,Caesar Domitianus IV,unidentified,,https://en.wikipedia.org/wiki/Domitian,,Table_7,,,,
suff.[124],(?) L. Tampius Flavianus II,(?) M. Pompeius Silvanus Staberius Flavianus II,https://en.wikipedia.org#cite_note-FOOTNOTECooley2012464-124,https://en.wikipedia.org/wiki/Lucius_Tampius_Flavianus,https://en.wikipedia.org/wiki/Marcus_Pompeius_Silvanus_Staberius_Flavianus,Table_7,,,,
suff.,Galeo Tettienus Petronianus (attested 2 Dec.),M. Fulvius Gillo (attested 2 Dec.),,,https://en.wikipedia.org/wiki/Marcus_Fulvius_Gillo,Table_7,,,,
,,,,,,Table_7,,,,
77[125],Imp. Caesar Vespasianus Augustus VIII,T. Caesar Vespasianus VI,"https://en.wikipedia.org#cite_note-FOOTNOTEGallivan1981189,_214-125",https://en.wikipedia.org/wiki/Vespasian,https://en.wikipedia.org/wiki/Titus,Table_7,,,,
suff.,Caesar Domitianus V,unidentified,,https://en.wikipedia.org/wiki/Domitian,,Table_7,,,,
Sep.?,(?) L. Pompeius Vopiscus C. Arruntius Catellius Celer,(?) M. Arruntius Aquila,,https://en.wikipedia.org/wiki/Gaius_Catellius_Celer,https://en.wikipedia.org/wiki/Marcus_Arruntius_Aquila_(consul_77),Table_7,,,,
Nov.?,Cn. Julius Agricola,unidentified,,https://en.wikipedia.org/wiki/Gnaeus_Julius_Agricola,,Table_7,,,,
,,,,,,Table_7,,,,
78,D. Junius Novius Priscus,L. Ceionius Commodus,,https://en.wikipedia.org/wiki/Decimus_Junius_Novius_Priscus,https://en.wikipedia.org/wiki/Lucius_Ceionius_Commodus_(consul_78),Table_7,,,,
May.?,(Q. Articuleius?) Paetus,Sex. Vitulasius Nepos,,https://en.wikipedia.org/wiki/Quintus_Articuleius_Paetus,,Table_7,,,,
Sep.?,Q. Corellius Rufus,L. Funisulanus Vettonianus,,https://en.wikipedia.org/wiki/Quintus_Corellius_Rufus,https://en.wikipedia.org/wiki/Lucius_Funisulanus_Vettonianus,Table_7,,,,
,,,,,,Table_7,,,,
79,Imp. Caesar Vespasianus Augustus IX,T. Caesar Vespasianus VII,,https://en.wikipedia.org/wiki/Vespasian,https://en.wikipedia.org/wiki/Titus,Table_7,,,,
suff.,Caesar Domitianus VI,unidentified,,https://en.wikipedia.org/wiki/Domitian,,Table_7,,,,
1 Mar.,L. Junius Caesennius Paetus (attested until 29 May),P. Calvisius Ruso[126],,https://en.wikipedia.org/wiki/Lucius_Junius_Caesennius_Paetus,https://en.wikipedia.org/wiki/Publius_Calvisius_Ruso,Table_7,,,,
suff.,T. Rubrius Aelius Nepos (attested 8 Sep.),M. Arrius Flaccus,,,,Table_7,,,,
,,,,,,Table_7,,,,
80[127],Imp. T. Caesar Vespasianus Augustus VIII,Caesar Domitianus VII,"https://en.wikipedia.org#cite_note-FOOTNOTEGallivan1981189,_215Eck2009253-127",https://en.wikipedia.org/wiki/Titus,https://en.wikipedia.org/wiki/Domitian,Table_7,,,,
id. Jan.,A. Didius Gallus Fabricius Veiento II,L. Aelius Plautius Lamia Aelianus,,https://en.wikipedia.org/wiki/Aulus_Didius_Gallus_Fabricius_Veiento,https://en.wikipedia.org/wiki/Lucius_Aelius_Plautius_Lamia_Aelianus,Table_7,,,,
Mar.?,Q. Aurelius Pactumeius Fronto,,,https://en.wikipedia.org/wiki/Quintus_Aurelius_Pactumeius_Fronto,,Table_7,,,,
May?,C. Marius Marcellus Octavius P. Cluvius Rufus,,,,,Table_7,,,,
1 Jul.,unidentified,Q. Pompeius Trio,,,,Table_7,,,,
Sep.?,L. Acilius Strabo,Sex. Neranius Capito,,https://en.wikipedia.org/wiki/Lucius_Acilius_Strabo,,Table_7,,,,
Nov.?,M. Tittius Frugi,M. Vinicius Julius Rufus[128],,,https://en.wikipedia.org#cite_note-128,Table_7,,,,
,,,,,,Table_7,,,,
81,L. Flavius Silva Nonius Bassus,M. Asinius Pollio Verrucosus,,https://en.wikipedia.org/wiki/Lucius_Flavius_Silva_Nonius_Bassus,,Table_7,,,,
Mar.?,M. Roscius Coelius,C. Julius Juvenalis,,https://en.wikipedia.org/wiki/Marcus_Roscius_Coelius,,Table_7,,,,
May?,L. Julius Vettius Paullus,T. Junius Montanus,,,https://en.wikipedia.org/wiki/Titus_Junius_Montanus,Table_7,,,,
1 Jul.,C. Scoedius Natta Pinarianus,T. Tettienus Serenus,,,https://en.wikipedia.org/wiki/Titus_Tettienus_Serenus,Table_7,,,,
Sep.?,M. Petronius Umbrinus,L. Carminius Lusitanicus,,,,Table_7,,,,
1 Nov.,L. Turpilius Dexter,M. Maecius Rufus,,,,Table_7,,,,
,,,,,,Table_7,,,,
82,Imp. Caesar Domitianus Augustus VIII,T. Flavius Sabinus,,https://en.wikipedia.org/wiki/Domitian,https://en.wikipedia.org/wiki/Titus_Flavius_Sabinus_(consul_82),Table_7,,,,
Feb.?,(? Servaeus In)noc(ens),L. Salvius Otho Cocceianus,,,,Table_7,,,,
Mar.?,(…)an(us),M'. Acilius Aviola,,,https://en.wikipedia.org/wiki/Manius_Acilius_Aviola_(consul_82),Table_7,,,,
Apr.?,(M. Mettius? Mo)dest(us)[129],unidentified,,https://en.wikipedia.org#cite_note-129,,Table_7,,,,
May?,unidentified,unidentified,,,,Table_7,,,,
Jul.?,P. Valerius Patruinus,L. Antonius Saturninus,,https://en.wikipedia.org/wiki/Publius_Valerius_Patruinus,https://en.wikipedia.org/wiki/Lucius_Antonius_Saturninus,Table_7,,,,
Sep.?,M. Larcius Magnus Pompeius Silo,T. Aurelius Quietus,,https://en.wikipedia.org/wiki/Marcus_Larcius_Magnus_Pompeius_Silo,,Table_7,,,,
Nov.?,unidentified,unidentified,,,,Table_7,,,,
,,,,,,Table_7,,,,
83,Imp. Caesar Domitianus Augustus IX,Q. Petillius Rufus II,,https://en.wikipedia.org/wiki/Domitian,,Table_7,,,,
Feb.?,A. Didius Gallus Fabricius Veiento III,L. Junius Q. Vibius Crispus III,,https://en.wikipedia.org/wiki/Aulus_Didius_Gallus_Fabricius_Veiento,https://en.wikipedia.org/wiki/Lucius_Junius_Quintus_Vibius_Crispus,Table_7,,,,
Mar.?,(?) M. Arrecinus Clemens II[130],(?) L. Baebius Honoratus,,https://en.wikipedia.org/wiki/Marcus_Arrecinus_Clemens_(consul),https://en.wikipedia.org/wiki/Lucius_Baebius_Honoratus,Table_7,,,,
May?,L. Tettius Julianus,Terentius Strabo Erucius Homullus,,https://en.wikipedia.org/wiki/Lucius_Tettius_Julianus,,Table_7,,,,
Sep.?,L. Calventius Sex. Carminius Vetus,M. Cornelius Nigrinus Curiatius Maternus,,https://en.wikipedia.org/wiki/Lucius_Calventius_Sextus_Carminius_Vetus,https://en.wikipedia.org/wiki/Marcus_Cornelius_Nigrinus_Curiatius_Maternus,Table_7,,,,
Nov.?,unidentified,unidentified,,,,Table_7,,,,
,,,,,,Table_7,,,,
84,Imp. Caesar Domitianus Augustus X,C. Oppius Sabinus,,https://en.wikipedia.org/wiki/Domitian,https://en.wikipedia.org/wiki/Gaius_Oppius_Sabinus,Table_7,,,,
suff.,(?) C. Fisius Sabinus (attested 24 Apr.),(?) M. Annius Messalla (attested 24 Apr.),,,,Table_7,,,,
Jul.?,unidentified,L. Julius Ursus,,,https://en.wikipedia.org/wiki/Lucius_Julius_Ursus,Table_7,,,,
Sep.?,C. Tullius Capito Pomponianus Plotius Firmus,C. Cornelius Gallicanus,,,https://en.wikipedia.org/wiki/Gaius_Cornelius_Gallicanus,Table_7,,,,
Nov.?,unidentified,(P. Glitius? G)allus[131],,,https://en.wikipedia.org#cite_note-131,Table_7,,,,
,,,,,,Table_7,,,,
85,Imp. Caesar Domitianus Augustus XI,T. Aurelius Fulvus II,,https://en.wikipedia.org/wiki/Domitian,https://en.wikipedia.org/wiki/Titus_Aurelius_Fulvus_(grandfather_of_Antoninus_Pius),Table_7,,,,
Mar.?,Q. Julius Cordinus C. Rutilius Gallicus II,L. Valerius Catullus Messallinus II,,https://en.wikipedia.org/wiki/Quintus_Julius_Cordinus_Gaius_Rutilius_Gallicus,https://en.wikipedia.org/wiki/Lucius_Valerius_Catullus_Messalinus,Table_7,,,,
May?,L. Aelius Oculatus,Q. Gavius Atticus,,,,Table_7,,,,
Jul.?,P. Herennius Pollio,M. Annius Herennius Pollio,,,,Table_7,,,,
Sep.?,D. Aburius Bassus,Q. Julius Balbus,,,,Table_7,,,,
Nov.?,C. Salvius Liberalis Nonius Bassus,Cornelius Orestes[132],,https://en.wikipedia.org/wiki/Gaius_Salvius_Liberalis,https://en.wikipedia.org#cite_note-FOOTNOTEEckPangerl2013275-132,Table_7,,,,
,,,,,,Table_7,,,,
86,Imp. Caesar Domitianus Augustus XII,Ser. Cornelius Dolabella Petronianus,,https://en.wikipedia.org/wiki/Domitian,https://en.wikipedia.org/wiki/Servius_Cornelius_Dolabella_Petronianus,Table_7,,,,
id. Jan.,C. Secius Campanus,,,,,Table_7,,,,
Mar.?,unidentified,Q. Vibius Secundus,,,https://en.wikipedia.org/wiki/Quintus_Vibius_Secundus,Table_7,,,,
1 May,Sex. Octavius Fronto,Ti. Julius Candidus Marius Celsus,,https://en.wikipedia.org/wiki/Sextus_Octavius_Fronto,https://en.wikipedia.org/wiki/Tiberius_Julius_Candidus_Marius_Celsus,Table_7,,,,
1 Sep.,A. Bucius Lappius Maximus,C. Octavius Tidius Tossianus L. Javolenus Priscus,,https://en.wikipedia.org/wiki/Aulus_Bucius_Lappius_Maximus,https://en.wikipedia.org/wiki/Gaius_Octavius_Tidius_Tossianus_Lucius_Javolenus_Priscus,Table_7,,,,
,,,,,,Table_7,,,,
87,Imp. Caesar Domitianus Augustus XIII,L. Volusius Saturninus,,https://en.wikipedia.org/wiki/Domitian,https://en.wikipedia.org/wiki/Lucius_Volusius_Saturninus_(consul_87),Table_7,,,,
id. Jan.,C. Calpurnius Piso Crassus Frugi Licinianus,,,https://en.wikipedia.org/wiki/Gaius_Calpurnius_Piso_Crassus_Frugi_Licinianus,,Table_7,,,,
1 May,C. Bellicus Natalis P. Gavidius Tebanianus[133],C. Ducenius Proculus,,https://en.wikipedia.org#cite_note-133,,Table_7,,,,
1 Sep.,C. Cilnius Proculus,L. Neratius Priscus,,https://en.wikipedia.org/wiki/Gaius_Cilnius_Proculus,https://en.wikipedia.org/wiki/Lucius_Neratius_Priscus_(consul_87),Table_7,,,,
,,,,,,Table_7,,,,
88,Imp. Caesar Domitianus Augustus XIV,L. Minicius Rufus,,https://en.wikipedia.org/wiki/Domitian,https://en.wikipedia.org/wiki/Lucius_Minicius_Rufus,Table_7,,,,
id. Jan.,D. Plotius Grypus,,,https://en.wikipedia.org/wiki/Plotius_Grypus,,Table_7,,,,
1 May,Q. Ninnius Hasta,(L. Scribonius?) Libo (Rupilius?) Frugi,,,https://en.wikipedia.org/wiki/Libo_Rupilius_Frugi,Table_7,,,,
1 Sep.,M'. Otacilius Catulus,Sex. Julius Sparsus,,,https://en.wikipedia.org/wiki/Sextus_Julius_Sparsus,Table_7,,,,
,,,,,,Table_7,,,,
89,T. Aurelius Fulvus,M. Asinius Atratinus,,https://en.wikipedia.org/wiki/Titus_Aurelius_Fulvus_(father_of_Antoninus_Pius),https://en.wikipedia.org/wiki/Marcus_Asinius_Atratinus,Table_7,,,,
1 May,P. Sallustius Blaesus,M. Peducaeus Saenianus,,https://en.wikipedia.org/wiki/Publius_Sallustius_Blaesus,,Table_7,,,,
1 Sep.,A. Vicirius Proculus,M'. Laberius Maximus,,https://en.wikipedia.org/wiki/Aulus_Vicirius_Proculus,https://en.wikipedia.org/wiki/Manius_Laberius_Maximus,Table_7,,,,
,,,,,,Table_7,,,,
90,Imp. Caesar Domitianus Augustus XV,M. Cocceius Nerva II,,https://en.wikipedia.org/wiki/Domitian,https://en.wikipedia.org/wiki/Nerva,Table_7,,,,
id. Jan.,L. Cornelius Pusio Annius Messalla,,,https://en.wikipedia.org/wiki/Lucius_Cornelius_Pusio_Annius_Messalla,,Table_7,,,,
1 Mar.,L. Antistius Rusticus,Ser. Julius Servianus,,https://en.wikipedia.org/wiki/Lucius_Antistius_Rusticus,https://en.wikipedia.org/wiki/Servius_Julius_Servianus,Table_7,,,,
1 May,Q. Accaeus Rufus,C. Caristanius Fronto,,,https://en.wikipedia.org/wiki/Gaius_Caristanius_Fronto,Table_7,,,,
1 Jul.,P. Baebius Italicus,C. Aquilius Proculus,,https://en.wikipedia.org/wiki/Publius_Baebius_Italicus,,Table_7,,,,
1 Sep.,L. Albius Pullaienus Pollio,Cn. Pinarius Aemilius Cicatricula Pompeius Longinus,,,https://en.wikipedia.org/wiki/Gnaeus_Pompeius_Longinus,Table_7,,,,
1 Nov.,M. Tullius Cerialis,Cn. Pompeius Catullinus,,,https://en.wikipedia.org/wiki/Gnaeus_Pompeius_Catullinus,Table_7,,,,
,,,,,,Table_7,,,,
91,M'. Acilius Glabrio,M. Ulpius Trajanus,,https://en.wikipedia.org/wiki/Manius_Acilius_Glabrio_(consul_91),https://en.wikipedia.org/wiki/Trajan,Table_7,,,,
1 May,Cn. Minicius Faustinus,P. Valerius Marinus,,,,Table_7,,,,
1 Sep.,Q. Valerius Vegetus,P. Metilius Sabinus Nepos,,,https://en.wikipedia.org/wiki/Publius_Metilius_Nepos,Table_7,,,,
,,,,,,Table_7,,,,
92,Imp. Caesar Domitianus Augustus XVI,Q. Volusius Saturninus,,https://en.wikipedia.org/wiki/Domitian,https://en.wikipedia.org/wiki/Quintus_Volusius_Saturninus_(consul_92),Table_7,,,,
id. Jan.,L. Venuleius Montanus Apronianus,,,https://en.wikipedia.org/wiki/Lucius_Venuleius_Montanus_Apronianus,,Table_7,,,,
1 May,L. Stertinius Avitus,Ti. Julius Celsus Polemaeanus,,https://en.wikipedia.org/wiki/Lucius_Stertinius_Avitus,https://en.wikipedia.org/wiki/Tiberius_Julius_Celsus_Polemaeanus,Table_7,,,,
1 Sep.,C. Julius Silanus,Q. Junius Arulenus Rusticus,,https://en.wikipedia.org/wiki/Gaius_Julius_Silanus,https://en.wikipedia.org/wiki/Arulenus_Rusticus,Table_7,,,,
,,,,,,Table_7,,,,
93,Sex. Pompeius Collega,Q. Peducaeus Priscinus,,https://en.wikipedia.org/wiki/Sextus_Pompeius_Collega,https://en.wikipedia.org/wiki/Quintus_Peducaeus_Priscinus,Table_7,,,,
1 May,T. Avidius Quietus,Sex. Lusianus Proculus,,https://en.wikipedia.org/wiki/Titus_Avidius_Quietus,,Table_7,,,,
1 Sep.,C. Cornelius Rarus Sextius Na(so?),(? Tuccius Ceria)lis,,https://en.wikipedia.org/wiki/Gaius_Cornelius_Rarus_Sextius_Naso,,Table_7,,,,
,,,,,,Table_7,,,,
94,L. Nonius Calpurnius Asprenas Torquatus,T. Sextius Magius Lateranus,,https://en.wikipedia.org/wiki/Lucius_Nonius_Calpurnius_Torquatus_Asprenas,https://en.wikipedia.org/wiki/Titus_Sextius_Magius_Lateranus_(consul_94),Table_7,,,,
1 May,M. Lollius Paullinus D. Valerius Asiaticus Saturninus,C. Antius A. Julius Quadratus,,https://en.wikipedia.org/wiki/Marcus_Lollius_Paullinus_Decimus_Valerius_Asiaticus_Saturninus,https://en.wikipedia.org/wiki/Gaius_Antius_Aulus_Julius_Quadratus,Table_7,,,,
1 Sep.,L. Silius Decianus,T. Pomponius Bassus,,,https://en.wikipedia.org/wiki/Titus_Pomponius_Bassus,Table_7,,,,
,,,,,,Table_7,,,,
95,Imp. Caesar Domitianus Augustus XVII,T. Flavius Clemens,,https://en.wikipedia.org/wiki/Domitian,https://en.wikipedia.org/wiki/Titus_Flavius_Clemens_(consul),Table_7,,,,
id. Jan.,L. Neratius Marcellus,,,https://en.wikipedia.org/wiki/Lucius_Neratius_Marcellus,,Table_7,,,,
1 May,A. Bucius Lappius Maximus II,P. Ducenius Verus,,https://en.wikipedia.org/wiki/Aulus_Bucius_Lappius_Maximus,,Table_7,,,,
1 Sep.,Q. Pomponius Rufus,L. Baebius Tullus,,https://en.wikipedia.org/wiki/Quintus_Pomponius_Rufus,https://en.wikipedia.org/wiki/Lucius_Baebius_Tullus,Table_7,,,,
,,,,,,Table_7,,,,
96,C. Manlius Valens,C. Antistius Vetus,,https://en.wikipedia.org/wiki/Gaius_Manlius_Valens,https://en.wikipedia.org/wiki/Gaius_Antistius_Vetus_(consul_96),Table_7,,,,
1 May,Q. Fabius Postuminus,T. Prifernius Paetus,,https://en.wikipedia.org/wiki/Quintus_Fabius_Postuminus,,Table_7,,,,
1 Sep.,Ti. Catius Caesius Fronto,M. Calpurnius (…)cus,,https://en.wikipedia.org/wiki/Tiberius_Catius_Caesius_Fronto,,Table_7,,,,
,,,,,,Table_7,,,,
97,Imp. Nerva Caesar Augustus III,L. Verginius Rufus III,,https://en.wikipedia.org/wiki/Nerva,https://en.wikipedia.org/wiki/Lucius_Verginius_Rufus,Table_7,,,,
Mar.?,Cn. Arrius Antoninus II,(C.?) Calpurnius Piso,,https://en.wikipedia.org/wiki/Gnaeus_Arrius_Antoninus,,Table_7,,,,
May?,M. Annius Verus,L. Neratius Priscus,,https://en.wikipedia.org/wiki/Marcus_Annius_Verus_(grandfather_of_Marcus_Aurelius),https://en.wikipedia.org/wiki/Lucius_Neratius_Priscus,Table_7,,,,
Jul.?,L. Domitius Apollinaris,Sex. Hermentidius Campanus,,https://en.wikipedia.org/wiki/Lucius_Domitius_Apollinaris,https://en.wikipedia.org/wiki/Sextus_Hermentidius_Campanus,Table_7,,,,
Sep.?,L. Pomponius Maternus,Q. Glitius Atilius Agricola,,,https://en.wikipedia.org/wiki/Quintus_Glitius_Atilius_Agricola,Table_7,,,,
Nov.?,P. Cornelius Tacitus,(?) M. Ostorius Scapula[134],,https://en.wikipedia.org/wiki/Tacitus,https://en.wikipedia.org#cite_note-134,Table_7,,,,
,,,,,,Table_7,,,,
98[135],Imp. Nerva Caesar Augustus IV,Imp. Caesar Nerva Trajanus II[136],"https://en.wikipedia.org#cite_note-FOOTNOTEVidman198245,_93–94Cooley2012466–467-135",https://en.wikipedia.org/wiki/Nerva,https://en.wikipedia.org/wiki/Trajan,Table_7,,,,
id. Jan.,Cn. Domitius Afer Curvius Tullus II,,,https://en.wikipedia.org/wiki/Gnaeus_Domitius_Tullus,,Table_7,,,,
1 Feb.,Sex. Julius Frontinus II,,,https://en.wikipedia.org/wiki/Sextus_Julius_Frontinus,,Table_7,,,,
1 Mar.,L. Julius Ursus II,,,https://en.wikipedia.org/wiki/Lucius_Julius_Ursus,,Table_7,,,,
1 Apr.,T. Vestricius Spurinna II,,,https://en.wikipedia.org/wiki/Titus_Vestricius_Spurinna,,Table_7,,,,
1 May,C. Pomponius Pius,,,https://en.wikipedia.org/wiki/Gaius_Pomponius_Pius,,Table_7,,,,
1 Jul.,A. Vicirius Martialis,L. Maecius Postumus,,https://en.wikipedia.org/wiki/Aulus_Vicirius_Martialis,https://en.wikipedia.org/wiki/Lucius_Maecius_Postumus,Table_7,,,,
1 Sep.,C. Pomponius Rufus Acilius [Pri]scus Coelius Sparsus,Cn. Pompeius Ferox Licinianus,,https://en.wikipedia.org/wiki/Gaius_Pomponius_Rufus_Acilius_Priscus_Coelius_Sparsus,https://en.wikipedia.org/wiki/Gnaeus_Pompeius_Ferox_Licinianus,Table_7,,,,
1 Nov.,Q. Fulvius Gillo Bittius Proculus,P. Julius Lupus,,https://en.wikipedia.org/wiki/Quintus_Fulvius_Gillo_Bittius_Proculus,https://en.wikipedia.org/wiki/Publius_Julius_Lupus,Table_7,,,,
,,,,,,Table_7,,,,
99[137],A. Cornelius Palma Frontonianus,Q. Sosius Senecio,https://en.wikipedia.org#cite_note-FOOTNOTECooley2012467-137,https://en.wikipedia.org/wiki/Aulus_Cornelius_Palma_Frontonianus,https://en.wikipedia.org/wiki/Quintus_Sosius_Senecio,Table_7,,,,
suff.,P. Sulpicius Lucretius Barba (from 1 Apr. or 1 May),Senecio Memmius Afer (from 1 Apr. or 1 May)[138],,,https://en.wikipedia.org/wiki/Senecio_Memmius_Afer,Table_7,,,,
suff.,Q. Fabius Barbarus Valerius Magnus Julianus,A. Caecilius Faustinus,,,https://en.wikipedia.org/wiki/Aulus_Caecilius_Faustinus,Table_7,,,,
suff.,Ti. Julius Ferox[139],unidentified,,https://en.wikipedia.org#cite_note-139,,Table_7,,,,
,,,,,,Table_7,,,,
100[140],Imp. Caesar Nerva Trajanus Augustus III,Sex. Julius Frontinus III,https://en.wikipedia.org#cite_note-FOOTNOTEVidman198245Cooley2012467-140,https://en.wikipedia.org/wiki/Trajan,https://en.wikipedia.org/wiki/Frontinus,Table_7,,,,
id. Jan.,L. Julius Ursus III,,,https://en.wikipedia.org/wiki/Lucius_Julius_Ursus,,Table_7,,,,
Mar.,M. Marcius Macer,C. Cilnius Proculus,,https://en.wikipedia.org/wiki/Marcus_Marcius_Macer,https://en.wikipedia.org/wiki/Gaius_Cilnius_Proculus,Table_7,,,,
May,L. Herennius Saturninus,Pomponius Mamilianus,,https://en.wikipedia.org/wiki/Lucius_Herennius_Saturninus,https://en.wikipedia.org/wiki/Pomponius_Mamilianus,Table_7,,,,
Jul.,Q. Acutius Nerva,L. Fabius Tuscus,,https://en.wikipedia.org/wiki/Quintus_Acutius_Nerva,https://en.wikipedia.org/wiki/Lucius_Fabius_Tuscus,Table_7,,,,
Sep.,C. Plinius Caecilius Secundus,C. Julius Cornutus Tertullus,,https://en.wikipedia.org/wiki/Pliny_the_Younger,https://en.wikipedia.org/wiki/Gaius_Julius_Cornutus_Tertullus,Table_7,,,,
Nov.,L. Roscius Aelianus Maecius Celer,Ti. Claudius Sacerdos Julianus,,https://en.wikipedia.org/wiki/Lucius_Roscius_Aelianus_Maecius_Celer,https://en.wikipedia.org/wiki/Tiberius_Claudius_Sacerdos_Julianus,Table_7,,,,
Year,,,,,,Table_8,,,,
101[141],Imp. Caesar Nerva Trajanus Augustus IV (January),Q. Articuleius Paetus II (January–March),https://en.wikipedia.org#cite_note-141,https://en.wikipedia.org/wiki/Trajan,https://en.wikipedia.org/wiki/Quintus_Articuleius_Paetus,Table_8,,,,
suff.,Sex. Attius Suburanus Aemilianus (February–March),,,https://en.wikipedia.org/wiki/Sextus_Attius_Suburanus,,Table_8,,,,
suff.,C. Sertorius Brocchus Q. Servaeus Innocens (April–May),M. Maecius Celer,,,https://en.wikipedia.org/wiki/Marcus_Maecius_Celer,Table_8,,,,
suff.,[...]us Proculus (sometime between May and October),ignotus,,,,Table_8,,,,
suff.[142],L. Arruntius Stella (attested October),L. Julius Marinus Caecilius Simplex,https://en.wikipedia.org#cite_note-142,https://en.wikipedia.org/wiki/Lucius_Arruntius_Stella,https://en.wikipedia.org/wiki/Lucius_Julius_Marinus_Caecilius_Simplex,Table_8,,,,
102,L. Julius Ursus Servianus II (January–April),L. Licinius Sura II (January–February),,https://en.wikipedia.org/wiki/Lucius_Julius_Ursus_Servianus,https://en.wikipedia.org/wiki/Lucius_Licinius_Sura,Table_8,,,,
suff.,,L. Fabius Justus (March–April),,,https://en.wikipedia.org/wiki/Lucius_Fabius_Justus,Table_8,,,,
suff.[143],T. Didius Secundus (May–August),L. Publilius Celsus,https://en.wikipedia.org#cite_note-143,,https://en.wikipedia.org/wiki/Lucius_Publilius_Celsus,Table_8,,,,
suff.,L. Antonius Albus (September–December),M. Junius Homullus,,https://en.wikipedia.org/wiki/Lucius_Antonius_Albus,https://en.wikipedia.org/wiki/Marcus_Junius_Homullus,Table_8,,,,
103,Imp. Caesar Nerva Trajanus Augustus V (January),M'. Laberius Maximus II (January–March),,https://en.wikipedia.org/wiki/Trajan,https://en.wikipedia.org/wiki/Manius_Laberius_Maximus,Table_8,,,,
suff.,Q. Glitius Atilius Agricola II (January–March),,,https://en.wikipedia.org/wiki/Quintus_Glitius_Atilius_Agricola,,Table_8,,,,
